sale.amount	sale.date	occupancy	style	built	bedrooms	bsmt	ac	attic	area.base	area.add	area.bsmt	area.garage1	area.garage2	area.living	area.lot	lon	lat	assessed
165000	7/8/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1958	4	Full	Yes	None	1200	54	475	0	0	1254	8750	-91.497068	41.656537	141910
97000	7/10/2008	113 (Condominium)	2 Story Frame	1977	2	None	Yes	None	504	0	0	0	0	1008	4040	-91.577042	41.656437	86260
134000	7/11/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1933	2	Full	No	None	956	0	0	0	0	956	8688	-91.518058	41.650293	111720
95000	7/12/2008	113 (Condominium)	1 Story Frame	1996	2	None	Yes	None	853	0	0	0	0	853	2750	-91.526534	41.657825	93740
140000	7/14/2008	113 (Condominium)	2 Story Frame	1997	2	None	Yes	None	376	284	0	236	0	1224	5515	-91.574926	41.6445	144730
105000	7/15/2008	113 (Condominium)	2 Story Condo	2004	2	None	Yes	None	564	0	0	240	0	1224	16500	-91.498805	41.62804	118520
243500	7/16/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	2002	4	Full	Yes	None	684	89	500	482	0	1748	7575	-91.469095	41.660355	235870
125000	7/18/2008	113 (Condominium)	1 Story Frame	1996	3	None	Yes	None	1406	0	0	0	0	1406	5796	-91.526534	41.657825	126830
285000	7/18/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	1992	5	Full	Yes	None	926	422	750	432	0	2442	16351	-91.593919	41.647905	296980
99000	7/21/2008	113 (Condominium)	2 Story Frame	1972	2	Full	Yes	None	513	0	250	0	0	1026	2653	-91.483146	41.656552	94300
136900	7/21/2008	113 (Condominium)	1 Story Condo	2005	2	None	Yes	None	1169	0	0	0	0	1169	3222	-91.501568	41.66832	132310
78000	7/22/2008	113 (Condominium)	1 Story Condo	2003	2	None	Yes	None	906	0	0	0	220	906	2563	-91.490753	41.630185	86480
136000	7/22/2008	113 (Condominium)	2 Story Frame	1993	2	Full	Yes	None	721	0	175	0	0	1442	3505	-91.566046	41.6387	129530
265900	7/22/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	1990	4	Full	Yes	None	530	300	650	462	0	1728	8125	-91.484705	41.665811	246020
189900	7/23/2008	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1976	4	Full	Yes	None	1016	0	300	460	0	1016	9200	-91.488778	41.647267	154990
99000	7/24/2008	113 (Condominium)	2 Story Frame	1984	4	Full	Yes	None	450	108	350	0	0	1008	4738	-91.575125	41.65016	90900
164000	7/24/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1960	4	Full	Yes	None	900	0	475	300	0	900	6600	-91.5006	41.647087	125650
205000	7/25/2008	101 (Single-Family / Owner Occupied)	Split Level Frame	1962	4	Full	Yes	None	1116	0	350	288	0	1116	8591	-91.509608	41.663168	181420
235000	7/29/2008	101 (Single-Family / Owner Occupied)	1 Story Brick	1956	3	Full	Yes	None	1456	0	600	484	0	1456	12792	-91.511393	41.66112	241650
185000	7/30/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	1900	2	1/2	No	None	784	240	0	0	280	1808	9900	-91.522359	41.667914	186580
329900	7/30/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	1993	5	Full	Yes	None	1312	11	0	948	0	3364	19754	-91.590228	41.654326	355810
252000	7/31/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	2006	3	Full	Yes	None	816	0	0	0	484	1632	3493	-91.557405	41.67607	224080
148000	8/1/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1940	3	Full	No	None	888	0	0	0	616	888	7000	-91.513235	41.659566	128000
236500	8/1/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	2004	3	Full	Yes	None	808	64	0	0	0	1752	6250	-91.520488	41.646836	213600
147000	8/4/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1983	3	Full	Yes	None	1040	0	900	416	0	1040	7820	-91.509459	41.6385	134170
420000	8/4/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	1997	5	Full	Yes	None	1210	300	900	774	0	2816	15052	-91.46877	41.648944	376140
181000	8/5/2008	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1994	3	Full	Yes	None	1200	0	650	0	0	1200	6360	-91.578273	41.649171	170460
125000	8/7/2008	113 (Condominium)	1 Story Condo	2003	2	None	Yes	None	1150	0	0	0	440	1150	5398	-91.470881	41.656776	119770
173900	8/8/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1998	3	Full	Yes	None	1135	0	575	484	0	1135	10350	-91.510894	41.63197	183060
110000	8/12/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1965	3	Full	Yes	None	1008	0	600	288	0	1008	7500	-91.494136	41.648374	130740
160000	8/13/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1900	2	None	Yes	None	1050	0	0	0	360	1050	5250	-91.520411	41.662502	134200
224500	8/14/2008	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1973	4	Full	Yes	None	1388	0	475	0	0	1388	13950	-91.49731	41.661565	187570
220000	8/15/2008	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1984	3	Full	Yes	None	1234	336	350	0	0	1570	44997	-91.589462	41.645431	204810
395000	8/18/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	1993	5	Full	Yes	None	1425	330	725	660	0	3404	17100	-91.592331	41.646914	418160
119700	8/21/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1966	3	Full	Yes	1/2 Finished	960	0	200	288	0	1296	7475	-91.515492	41.641676	131230
255000	8/25/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1992	4	Full	Yes	None	1582	0	1100	711	0	1582	15060	-91.600669	41.644513	237230
141000	8/28/2008	113 (Condominium)	2 Story Frame	1995	2	Full	Yes	None	691	0	175	0	0	1382	4980	-91.526534	41.657825	137710
225000	8/29/2008	113 (Condominium)	1 Story Frame	1997	3	Full	Yes	None	1447	0	800	462	0	1447	11069	-91.487782	41.645232	216980
131000	9/2/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1926	2	Full	No	None	616	156	250	0	192	772	3485	-91.511411	41.65642	109480
167000	9/4/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1972	3	Full	Yes	None	1296	308	275	0	0	1604	8400	-91.506677	41.663404	203600
188000	9/9/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1961	4	Full	Yes	None	1392	0	700	504	0	1392	14625	-91.494804	41.655346	188840
135000	9/12/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1958	3	Full	Yes	None	1175	0	0	240	0	1175	7500	-91.507194	41.656722	138300
103000	9/17/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1957	3	Full	Yes	None	1040	0	450	0	400	1040	8250	-91.513801	41.645073	129340
206000	9/22/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	1919	4	Full	No	None	864	167	0	0	0	1895	3600	-91.522724	41.659863	184220
96000	9/24/2008	101 (Single-Family / Owner Occupied)	1 1/2 Story Frame	1900	2	Full	Yes	None	768	0	0	0	0	1306	6000	-91.528422	41.666979	160260
188300	9/29/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	1981	3	Full	Yes	None	768	363	0	529	0	1899	14088	-91.520462	41.635196	197080
285000	9/30/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	2003	3	Full	Yes	None	816	0	300	0	480	1632	5227	-91.554193	41.677268	242430
165000	10/2/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1960	4	Full	Yes	None	912	0	800	0	320	912	5640	-91.521921	41.66224	150190
189900	10/9/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	1981	3	Full	Yes	None	768	363	0	529	0	1899	14088	-91.520462	41.635196	197080
121000	10/15/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1951	2	Full	No	None	728	320	200	0	0	1048	6000	-91.516355	41.655676	128240
135000	10/17/2008	113 (Condominium)	1 Story Condo	2005	2	None	Yes	None	1169	0	0	0	0	1169	3222	-91.501568	41.66832	132310
228000	10/20/2008	101 (Single-Family / Owner Occupied)	1 1/2 Story Frame	1930	3	Full	Yes	None	746	201	0	0	324	1469	6250	-91.512987	41.654494	184880
183000	10/24/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1925	3	Full	Yes	Floor & Stairs	1104	0	350	0	360	1104	10980	-91.518001	41.653365	153590
81000	10/27/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1957	2	None	Yes	None	725	0	0	0	240	725	9214	-91.541936	41.648934	83440
150000	10/30/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1971	4	Full	Yes	None	988	0	700	504	0	988	9585	-91.489834	41.660257	133000
165000	10/31/2008	101 (Single-Family / Owner Occupied)	1 1/2 Story Frame	1900	3	Full	Yes	None	526	369	0	440	0	1263	7500	-91.518178	41.665798	166030
235000	11/4/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1982	5	Full	Yes	None	1196	0	900	528	0	1196	9840	-91.56062	41.644611	187510
140000	11/14/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1961	4	Full	Yes	None	1008	0	454	0	0	1008	6000	-91.520234	41.679442	114090
81000	11/20/2008	113 (Condominium)	1 Story Condo	2002	2	None	Yes	None	906	0	0	0	220	906	2563	-91.490888	41.629113	82860
151000	11/26/2008	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1981	4	Full	Yes	None	1028	0	450	0	0	1028	7800	-91.50757	41.639476	143850
78500	12/1/2008	113 (Condominium)	1 Story Frame	1983	2	None	No	None	767	0	0	0	0	767	1749	-91.552399	41.650017	73790
130000	12/5/2008	113 (Condominium)	2 Story Frame	1993	2	Full	Yes	None	691	0	200	0	0	1382	5527	-91.482555	41.660928	128890
169000	12/12/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1962	4	Full	Yes	None	1248	0	550	0	0	1248	10951	-91.493012	41.650691	179210
